"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data","zeroes.missed.messy"
"SPEYAPH",0.9412,-0.0401734006921978,-0.0386829889002254,-0.0412678262365202,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYAPH-full-run-only-NFJ-V2.html",6384,2200
"SPEYATL",0.8924,-0.0443841157073928,-0.0438133499062801,-0.0505380587333382,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYATL-full-run-only-NFJ-V2.html",4950,2166
"SPEYCAL",0.8867,-0.0215598321621753,-0.0199007225382699,-0.0220011078548954,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYCAL-full-run-only-NFJ-V2.html",1619,2499
"SPEYCOR",0.9688,-0.00905207086187137,-0.00819070754464235,-0.0102513878863737,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYCOR-full-run-only-NFJ-V2.html",1681,2542
"SPEYCYB",0.92,-0.0132504333674326,-0.0124302645053911,-0.0126672783027729,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYCYB-full-run-only-NFJ-V2.html",7622,1901
"SPEYEDW",0.9446,0.0108062564244559,0.0114279904667201,0.0113668382024443,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYEDW-full-run-only-NFJ-V2.html",470,2560
"SPEYEGL",0.9874,-0.0243807001755094,-0.0232911059063383,-0.0264348225310465,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYEGL-full-run-only-NFJ-V2.html",1284,2609
"SPEYHYD",0.9257,-0.0111187298712726,-0.0105048548652587,-0.0113387723041407,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYHYD-full-run-only-NFJ-V2.html",1092,2461
"SPEYIDA",0.7094,-0.0162934428454173,-0.0154936126375076,-0.0160801774065359,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYIDA-full-run-only-NFJ-V2.html",5270,2673
"SPEYMOR",0.6173,-0.00642646962994067,-0.00606196865254471,-0.00718241433351547,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYMOR-full-run-only-NFJ-V2.html",865,2412
"SPEYZER",0.9753,-0.0266575542539413,-0.0256800600600542,-0.0273024079670607,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYZER-full-run-only-NFJ-V2.html",1404,2517
"STAPHAY",0.9551,-0.0394850377512497,-0.0388186804775757,-0.0404210828018612,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/STAPHAY-full-run-only-NFJ-V2.html",5841,430
"STRMEL",0.9502,-0.00489215923612905,-0.00427750710456243,-0.00492800478652462,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/STRMEL-full-run-only-NFJ-V2.html",11498,562
"THOBAT",0.9224,-0.0404376004903963,-0.0399368662481177,-0.0403430439204725,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THOBAT-full-run-only-NFJ-V2.html",8181,510
"THOMEX",0.9415,-0.0834559378884312,-0.0825754544510673,-0.0842878386138435,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THOMEX-full-run-only-NFJ-V2.html",662,561
"THOPYL",0.9072,-0.0187819813991131,-0.0181206355735122,-0.0181679802942921,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THOPYL-full-run-only-NFJ-V2.html",11079,499
"THYLIN",0.9725,-0.0720221837487776,-0.071142145125247,-0.0715962809028298,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THYLIN-full-run-only-NFJ-V2.html",5507,1892
"URBPR3",0.9861,0.0444896974238325,0.0450273588479255,0.0447347420030973,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/URBPR3-full-run-only-NFJ-V2.html",6163,430
"VANANN",0.9338,-0.0730485901615556,-0.0723571899101874,-0.0728949508079182,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANANN-full-run-only-NFJ-V2.html",2357,1315
"VANATA",0.65,-0.0148391029124868,-0.0141813220737621,-0.0142356392615582,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANATA-full-run-only-NFJ-V2.html",11482,871
"VANCAR",0.6246,-0.00862740439829847,-0.00796757412937543,-0.00844984055890189,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANCAR-full-run-only-NFJ-V2.html",11416,927
"VANVIR",0.9874,-0.0233286009244909,-0.0217986482003374,-0.0227902065722203,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANVIR-full-run-only-NFJ-V2.html",1655,1075
"WALEGE",0.894,-0.000336522145191788,0.00112793146544599,-0.000179403537226297,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/WALEGE-full-run-only-NFJ-V2.html",8283,1833
